year,month,day,rent_office_number,age,time
2022,9,1,117,NA,57
2022,9,1,3109,NA,17
2022,9,1,3110,NA,15
2022,9,1,163,NA,11
2022,9,1,3116,NA,22
2022,9,1,3121,NA,12
2022,9,1,3125,NA,10
2022,9,1,3132,NA,7
2022,9,1,165,NA,13
2022,9,1,173,NA,3
2022,9,1,179,NA,43
2022,9,1,180,NA,30
2022,9,1,123,NA,60
2022,9,1,4255,NA,4
2022,9,1,131,NA,29
2022,9,1,191,NA,8
2022,9,1,178,NA,309
2022,9,1,133,NA,2
2022,9,1,195,NA,30
2022,9,1,176,NA,7
2022,9,1,117,~10,55
2022,9,1,162,~10,9
2022,9,1,3109,~10,10
2022,9,1,3110,~10,2
2022,9,1,163,~10,12
2022,9,1,3117,~10,21
2022,9,1,3119,~10,46
2022,9,1,3130,~10,14
2022,9,1,3132,~10,57
2022,9,1,166,~10,12
2022,9,1,170,~10,28
2022,9,1,128,~10,22
2022,9,1,188,~10,24
2022,9,1,191,~10,9
2022,9,1,176,~10,92
2022,9,1,176,~10,8
2022,9,1,3100,20,11
2022,9,1,3101,20,201
2022,9,1,3102,20,98
2022,9,1,115,20,6
2022,9,1,3103,20,38
2022,9,1,3104,20,57
2022,9,1,117,20,111
2022,9,1,159,20,7
2022,9,1,160,20,7
2022,9,1,162,20,15
2022,9,1,3110,20,17
2022,9,1,3114,20,74
2022,9,1,163,20,74
2022,9,1,3115,20,9
2022,9,1,3116,20,99
2022,9,1,3117,20,8
2022,9,1,3119,20,93
2022,9,1,3120,20,38
2022,9,1,3120,20,3
2022,9,1,3121,20,22
2022,9,1,3122,20,54
2022,9,1,3123,20,55
2022,9,1,3125,20,10
2022,9,1,3126,20,16
2022,9,1,3127,20,53
2022,9,1,3128,20,25
2022,9,1,3128,20,78
2022,9,1,3129,20,18
2022,9,1,3130,20,41
2022,9,1,3131,20,8
2022,9,1,3132,20,18
2022,9,1,3134,20,9
2022,9,1,165,20,43
2022,9,1,166,20,81
2022,9,1,169,20,155
2022,9,1,170,20,13
2022,9,1,171,20,17
2022,9,1,173,20,16
2022,9,1,175,20,94
2022,9,1,179,20,67
2022,9,1,180,20,6
2022,9,1,123,20,34
2022,9,1,4253,20,6
2022,9,1,4255,20,14
2022,9,1,128,20,33
2022,9,1,4266,20,46
2022,9,1,4264,20,34
2022,9,1,4267,20,43
2022,9,1,4269,20,29
2022,9,1,4271,20,37
2022,9,1,4272,20,54
2022,9,1,131,20,191
2022,9,1,177,20,31
2022,9,1,188,20,77
2022,9,1,191,20,52
2022,9,1,192,20,147
2022,9,1,192,20,2
2022,9,1,178,20,70
2022,9,1,133,20,84
2022,9,1,194,20,136
2022,9,1,195,20,122
2022,9,1,198,20,67
2022,9,1,134,20,57
2022,9,1,135,20,32
2022,9,1,137,20,5
2022,9,1,138,20,51
2022,9,1,140,20,73
2022,9,1,141,20,22
2022,9,1,176,20,203
2022,9,1,3100,30,17
2022,9,1,3101,30,11
2022,9,1,3102,30,99
2022,9,1,3102,30,26
2022,9,1,115,30,8
2022,9,1,3103,30,122
2022,9,1,3104,30,16
2022,9,1,3105,30,13
2022,9,1,117,30,154
2022,9,1,160,30,20
2022,9,1,162,30,51
2022,9,1,3110,30,21
2022,9,1,3113,30,44
2022,9,1,3119,30,37
2022,9,1,3120,30,3
2022,9,1,3121,30,46
2022,9,1,3122,30,12
2022,9,1,3123,30,52
2022,9,1,164,30,34
2022,9,1,3125,30,77
2022,9,1,3128,30,110
2022,9,1,3129,30,55
2022,9,1,3130,30,32
2022,9,1,3131,30,43
2022,9,1,3132,30,112
2022,9,1,3134,30,61
2022,9,1,166,30,39
2022,9,1,170,30,25
2022,9,1,175,30,231
2022,9,1,180,30,27
2022,9,1,123,30,128
2022,9,1,4253,30,23
2022,9,1,4262,30,16
2022,9,1,128,30,37
2022,9,1,4266,30,6
2022,9,1,4264,30,16
2022,9,1,4267,30,86
2022,9,1,4271,30,43
2022,9,1,4272,30,4
2022,9,1,4273,30,74
2022,9,1,131,30,80
2022,9,1,177,30,53
2022,9,1,191,30,45
2022,9,1,192,30,11
2022,9,1,178,30,68
2022,9,1,133,30,73
2022,9,1,194,30,68
2022,9,1,195,30,66
2022,9,1,196,30,18
2022,9,1,198,30,57
2022,9,1,135,30,28
2022,9,1,138,30,14
2022,9,1,139,30,10
2022,9,1,176,30,37
2022,9,1,3101,40,36
2022,9,1,3103,40,135
2022,9,1,117,40,52
2022,9,1,162,40,8
2022,9,1,3111,40,4
2022,9,1,3114,40,54
2022,9,1,3113,40,11
2022,9,1,3115,40,46
2022,9,1,3119,40,54
2022,9,1,3120,40,30
2022,9,1,3121,40,25
2022,9,1,3122,40,13
2022,9,1,3123,40,8
2022,9,1,164,40,76
2022,9,1,3125,40,46
2022,9,1,3128,40,11
2022,9,1,3129,40,59
2022,9,1,3130,40,13
2022,9,1,165,40,81
2022,9,1,166,40,70
2022,9,1,170,40,62
2022,9,1,173,40,10
2022,9,1,175,40,47
2022,9,1,179,40,31
2022,9,1,180,40,49
2022,9,1,123,40,51
2022,9,1,128,40,2
2022,9,1,4267,40,58
2022,9,1,4271,40,47
2022,9,1,4272,40,28
2022,9,1,131,40,43
2022,9,1,177,40,17
2022,9,1,191,40,29
2022,9,1,178,40,2
2022,9,1,133,40,30
2022,9,1,194,40,24
2022,9,1,176,40,53
2022,9,1,3101,50,65
2022,9,1,3102,50,11
2022,9,1,115,50,7
2022,9,1,3103,50,85
2022,9,1,3104,50,41
2022,9,1,3107,50,9
2022,9,1,117,50,88
2022,9,1,160,50,36
2022,9,1,3109,50,19
2022,9,1,3110,50,20
2022,9,1,3120,50,21
2022,9,1,3121,50,58
2022,9,1,3122,50,27
2022,9,1,3125,50,65
2022,9,1,3127,50,20
2022,9,1,3128,50,27
2022,9,1,3130,50,33
2022,9,1,3131,50,13
2022,9,1,3132,50,53
2022,9,1,165,50,15
2022,9,1,169,50,14
2022,9,1,173,50,15
2022,9,1,175,50,13
2022,9,1,179,50,38
2022,9,1,123,50,75
2022,9,1,4253,50,21
2022,9,1,4255,50,67
2022,9,1,4271,50,29
2022,9,1,4272,50,54
2022,9,1,4273,50,23
2022,9,1,177,50,5
2022,9,1,188,50,34
2022,9,1,178,50,18
2022,9,1,133,50,12
2022,9,1,194,50,64
2022,9,1,135,50,5
2022,9,1,3121,60,8
2022,9,1,166,60,58
2022,9,1,169,60,15
2022,9,1,3129,70~,8
2022,9,1,194,70~,14
2022,9,1,3102,NA,10
2022,9,1,115,NA,51
2022,9,1,3105,NA,16
2022,9,1,117,NA,23
2022,9,1,3119,NA,34
2022,9,1,3119,NA,7
2022,9,1,3120,NA,41
2022,9,1,3122,NA,3
2022,9,1,3123,NA,72
2022,9,1,3128,NA,12
2022,9,1,3129,NA,14
2022,9,1,3130,NA,1
2022,9,1,3131,NA,80
2022,9,1,3134,NA,6
2022,9,1,166,NA,42
2022,9,1,170,NA,18
2022,9,1,173,NA,4
2022,9,1,175,NA,27
2022,9,1,179,NA,17
2022,9,1,123,NA,28
2022,9,1,4253,NA,12
2022,9,1,4255,NA,39
2022,9,1,4262,NA,16
2022,9,1,4262,NA,2
2022,9,1,4272,NA,8
2022,9,1,131,NA,28
2022,9,1,177,NA,15
2022,9,1,133,NA,13
2022,9,1,194,NA,8
2022,9,1,141,NA,53
2022,9,1,139,NA,76
2022,9,1,176,NA,5
2022,9,1,3103,~10,31
2022,9,1,162,~10,45
2022,9,1,3109,~10,3
2022,9,1,163,~10,12
2022,9,1,3119,~10,41
2022,9,1,3121,~10,20
2022,9,1,3122,~10,10
2022,9,1,3123,~10,40
2022,9,1,3126,~10,59
2022,9,1,3127,~10,15
2022,9,1,3128,~10,15
2022,9,1,3129,~10,11
2022,9,1,3131,~10,13
2022,9,1,165,~10,20
2022,9,1,166,~10,17
2022,9,1,167,~10,4
2022,9,1,179,~10,15
2022,9,1,123,~10,5
2022,9,1,4255,~10,13
2022,9,1,4262,~10,14
2022,9,1,4264,~10,13
2022,9,1,4267,~10,5
2022,9,1,4273,~10,5
2022,9,1,131,~10,18
2022,9,1,177,~10,5
2022,9,1,191,~10,6
2022,9,1,178,~10,14
2022,9,1,133,~10,36
2022,9,1,195,~10,11
2022,9,1,196,~10,19
2022,9,1,176,~10,34
2022,9,1,3101,20,49
2022,9,1,3102,20,10
2022,9,1,115,20,9
2022,9,1,3103,20,39
2022,9,1,3104,20,22
2022,9,1,3107,20,25
2022,9,1,117,20,391
2022,9,1,160,20,8
2022,9,1,161,20,75
2022,9,1,162,20,11
2022,9,1,3109,20,17
2022,9,1,3111,20,12
2022,9,1,3113,20,4
2022,9,1,163,20,80
2022,9,1,3116,20,126
2022,9,1,3117,20,5
2022,9,1,3119,20,147
2022,9,1,3120,20,23
2022,9,1,3121,20,65
2022,9,1,3121,20,7
2022,9,1,3122,20,21
2022,9,1,3123,20,12
2022,9,1,3125,20,25
2022,9,1,3125,20,29
2022,9,1,3126,20,44
2022,9,1,3127,20,47
2022,9,1,3128,20,184
2022,9,1,3129,20,55
2022,9,1,3130,20,24
2022,9,1,3132,20,36
2022,9,1,3134,20,13
2022,9,1,165,20,12
2022,9,1,166,20,64
2022,9,1,166,20,4
2022,9,1,167,20,17
2022,9,1,169,20,5
2022,9,1,170,20,29
2022,9,1,173,20,8
2022,9,1,175,20,126
2022,9,1,179,20,34
2022,9,1,180,20,3
2022,9,1,123,20,62
2022,9,1,4255,20,19
2022,9,1,4262,20,17
2022,9,1,128,20,151
2022,9,1,4266,20,4
2022,9,1,4264,20,153
2022,9,1,4267,20,30
2022,9,1,4269,20,36
2022,9,1,4272,20,5
2022,9,1,4273,20,55
2022,9,1,131,20,113
2022,9,1,177,20,70
2022,9,1,188,20,24
2022,9,1,191,20,141
2022,9,1,191,20,14
2022,9,1,192,20,14
2022,9,1,178,20,79
2022,9,1,133,20,47
2022,9,1,194,20,57
2022,9,1,195,20,53
2022,9,1,196,20,23
2022,9,1,198,20,35
2022,9,1,134,20,71
2022,9,1,135,20,17
2022,9,1,137,20,54
2022,9,1,138,20,113
2022,9,1,140,20,5
2022,9,1,141,20,73
2022,9,1,139,20,44
2022,9,1,176,20,329
2022,9,1,3101,30,27
2022,9,1,3101,30,13
2022,9,1,3102,30,25
2022,9,1,115,30,29
2022,9,1,3103,30,40
2022,9,1,3104,30,2
2022,9,1,117,30,71
2022,9,1,160,30,7
2022,9,1,3110,30,24
2022,9,1,3111,30,18
2022,9,1,3113,30,20
2022,9,1,3115,30,23
2022,9,1,3115,30,10
2022,9,1,3116,30,8
2022,9,1,3119,30,11
2022,9,1,3120,30,7
2022,9,1,3121,30,8
2022,9,1,3122,30,57
2022,9,1,3123,30,29
2022,9,1,3125,30,71
2022,9,1,3127,30,28
2022,9,1,3128,30,15
2022,9,1,3129,30,4
2022,9,1,3130,30,30
2022,9,1,3131,30,33
2022,9,1,3132,30,8
2022,9,1,3134,30,3
2022,9,1,165,30,60
2022,9,1,166,30,117
2022,9,1,166,30,40
2022,9,1,167,30,8
2022,9,1,169,30,2
2022,9,1,170,30,105
2022,9,1,170,30,8
2022,9,1,171,30,90
2022,9,1,173,30,14
2022,9,1,175,30,54
2022,9,1,179,30,46
2022,9,1,180,30,43
2022,9,1,123,30,27
2022,9,1,4253,30,24
2022,9,1,4255,30,17
2022,9,1,128,30,72
2022,9,1,4267,30,35
2022,9,1,4269,30,21
2022,9,1,4271,30,15
2022,9,1,4272,30,11
2022,9,1,131,30,28
2022,9,1,177,30,181
2022,9,1,188,30,52
2022,9,1,191,30,56
2022,9,1,192,30,36
2022,9,1,178,30,58
2022,9,1,178,30,6
2022,9,1,133,30,71
2022,9,1,194,30,70
2022,9,1,195,30,6
2022,9,1,198,30,90
2022,9,1,134,30,78
2022,9,1,135,30,145
2022,9,1,137,30,15
2022,9,1,138,30,41
2022,9,1,140,30,18
2022,9,1,141,30,21
2022,9,1,139,30,9
2022,9,1,176,30,30
2022,9,1,3101,40,18
2022,9,1,3102,40,40
2022,9,1,115,40,31
2022,9,1,3103,40,39
2022,9,1,3104,40,12
2022,9,1,3105,40,19
2022,9,1,117,40,44
2022,9,1,160,40,54
2022,9,1,162,40,59
2022,9,1,3109,40,5
2022,9,1,3113,40,21
2022,9,1,163,40,38
2022,9,1,3115,40,46
2022,9,1,3116,40,7
2022,9,1,3119,40,24
2022,9,1,3119,40,6
2022,9,1,3120,40,18
2022,9,1,3122,40,93
2022,9,1,3123,40,7
2022,9,1,3125,40,13
2022,9,1,3126,40,21
2022,9,1,3127,40,21
2022,9,1,3129,40,80
2022,9,1,3130,40,2
2022,9,1,3131,40,18
2022,9,1,3132,40,68
2022,9,1,165,40,29
2022,9,1,166,40,54
2022,9,1,167,40,3
2022,9,1,170,40,25
2022,9,1,171,40,34
2022,9,1,173,40,53
2022,9,1,175,40,15
2022,9,1,179,40,54
2022,9,1,180,40,7
2022,9,1,123,40,240
2022,9,1,4253,40,41
2022,9,1,4255,40,50
2022,9,1,128,40,7
2022,9,1,4266,40,47
2022,9,1,4264,40,15
2022,9,1,4265,40,11
2022,9,1,4267,40,54
2022,9,1,4271,40,44
2022,9,1,4271,40,10
2022,9,1,4272,40,41
2022,9,1,131,40,54
2022,9,1,177,40,16
2022,9,1,188,40,6
2022,9,1,191,40,17
2022,9,1,191,40,4
2022,9,1,178,40,30
2022,9,1,133,40,18
2022,9,1,133,40,13
2022,9,1,194,40,92
2022,9,1,194,40,60
2022,9,1,195,40,6
2022,9,1,198,40,5
2022,9,1,134,40,27
2022,9,1,138,40,46
2022,9,1,141,40,21
2022,9,1,3103,50,13
2022,9,1,3104,50,4
2022,9,1,3105,50,48
2022,9,1,117,50,99
2022,9,1,160,50,20
2022,9,1,161,50,7
2022,9,1,3109,50,3
2022,9,1,3110,50,17
2022,9,1,3111,50,19
2022,9,1,3115,50,21
2022,9,1,3119,50,31
2022,9,1,3122,50,16
2022,9,1,3123,50,8
2022,9,1,3127,50,45
2022,9,1,3128,50,10
2022,9,1,3129,50,56
2022,9,1,3130,50,13
2022,9,1,3131,50,24
2022,9,1,3132,50,46
2022,9,1,3134,50,40
2022,9,1,165,50,42
2022,9,1,166,50,36
2022,9,1,169,50,37
2022,9,1,170,50,3
2022,9,1,173,50,17
2022,9,1,175,50,29
2022,9,1,179,50,27
2022,9,1,123,50,45
2022,9,1,4267,50,68
2022,9,1,4267,50,8
2022,9,1,4271,50,11
2022,9,1,4273,50,15
2022,9,1,131,50,25
2022,9,1,188,50,23
2022,9,1,191,50,29
2022,9,1,192,50,68
2022,9,1,178,50,21
2022,9,1,133,50,128
2022,9,1,194,50,32
2022,9,1,196,50,4
2022,9,1,198,50,32
2022,9,1,137,50,7
2022,9,1,176,50,11
2022,9,1,3102,60,3
2022,9,1,3103,60,4
2022,9,1,161,60,18
2022,9,1,3110,60,8
2022,9,1,163,60,14
2022,9,1,3115,60,2
2022,9,1,3123,60,9
2022,9,1,3125,60,24
2022,9,1,3128,60,7
2022,9,1,3131,60,13
2022,9,1,166,60,10
2022,9,1,170,60,34
2022,9,1,171,60,5
2022,9,1,180,60,6
2022,9,1,123,60,7
2022,9,1,4255,60,48
2022,9,1,4262,60,13
2022,9,1,128,60,13
2022,9,1,4267,60,114
2022,9,1,4271,60,10
2022,9,1,192,60,10
2022,9,1,178,60,23
2022,9,1,133,60,9
2022,9,1,194,60,21
2022,9,1,188,70~,23
2022,9,1,3101,NA,11
2022,9,1,3105,NA,7
2022,9,1,161,NA,7
2022,9,1,3109,NA,15
2022,9,1,163,NA,1
2022,9,1,3121,NA,6
2022,9,1,3122,NA,38
2022,9,1,3125,NA,7
2022,9,1,3128,NA,48
2022,9,1,3134,NA,4
2022,9,1,165,NA,12
2022,9,1,166,NA,19
2022,9,1,170,NA,7
2022,9,1,179,NA,10
2022,9,1,123,NA,25
2022,9,1,4253,NA,10
2022,9,1,4255,NA,16
2022,9,1,128,NA,31
2022,9,1,4264,NA,17
2022,9,1,4267,NA,6
2022,9,1,4269,NA,21
2022,9,1,131,NA,38
2022,9,1,177,NA,11
2022,9,1,188,NA,8
2022,9,1,191,NA,5
2022,9,1,178,NA,36
2022,9,1,194,NA,51
2022,9,1,196,NA,9
2022,9,1,134,NA,18
2022,9,1,135,NA,10
2022,9,1,140,NA,7
2022,9,1,141,NA,8
2022,9,1,176,NA,23
2022,9,1,163,~10,15
2022,9,1,128,~10,19
2022,9,1,178,~10,40
2022,9,1,133,~10,38
2022,9,1,134,~10,3
2022,9,1,176,~10,95
2022,9,1,3101,20,11
2022,9,1,3102,20,96
2022,9,1,115,20,20
2022,9,1,3103,20,72
2022,9,1,3107,20,37
2022,9,1,117,20,185
2022,9,1,3109,20,29
2022,9,1,3113,20,6
2022,9,1,163,20,17
2022,9,1,3116,20,4
2022,9,1,3119,20,68
2022,9,1,3120,20,18
2022,9,1,3121,20,49
2022,9,1,3122,20,28
2022,9,1,3123,20,40
2022,9,1,164,20,37
2022,9,1,3126,20,15
2022,9,1,3127,20,70
2022,9,1,3128,20,71
2022,9,1,3129,20,34
2022,9,1,3131,20,20
2022,9,1,3132,20,18
2022,9,1,3134,20,26
2022,9,1,169,20,50
2022,9,1,170,20,56
2022,9,1,171,20,44
2022,9,1,173,20,10
2022,9,1,179,20,69
2022,9,1,180,20,13
2022,9,1,123,20,133
2022,9,1,4255,20,7
2022,9,1,128,20,188
2022,9,1,4267,20,124
2022,9,1,4269,20,36
2022,9,1,4272,20,28
2022,9,1,4273,20,107
2022,9,1,177,20,33
2022,9,1,191,20,54
2022,9,1,178,20,47
2022,9,1,133,20,58
2022,9,1,194,20,189
2022,9,1,134,20,50
2022,9,1,135,20,62
2022,9,1,137,20,77
2022,9,1,137,20,65
2022,9,1,138,20,37
2022,9,1,140,20,15
2022,9,1,176,20,38
2022,9,1,117,30,77
2022,9,1,160,30,58
2022,9,1,3113,30,10
2022,9,1,3116,30,19
2022,9,1,3121,30,16
2022,9,1,164,30,16
2022,9,1,3125,30,48
2022,9,1,3130,30,13
2022,9,1,3131,30,39
2022,9,1,3132,30,9
2022,9,1,3134,30,18
2022,9,1,166,30,23
2022,9,1,171,30,7
2022,9,1,180,30,16
2022,9,1,4267,30,19
2022,9,1,131,30,9
2022,9,1,191,30,14
2022,9,1,194,30,15
2022,9,1,134,30,14
2022,9,1,137,30,18
2022,9,1,3129,40,29
2022,9,1,175,40,11
2022,9,1,123,40,29
2022,9,1,3104,50,6
2022,9,1,3110,50,12
2022,9,1,165,50,25
2022,9,1,123,50,119
2022,9,1,191,50,16
2022,9,1,3123,60,21
2022,9,1,162,70~,8
2022,9,1,117,NA,59
2022,9,1,164,NA,146
2022,9,1,179,NA,8
2022,9,1,128,NA,42
2022,9,1,178,NA,3
2022,9,1,194,NA,3
2022,9,1,176,NA,49
2022,9,1,3123,~10,11
2022,9,1,3128,~10,12
2022,9,1,3130,~10,42
2022,9,1,169,~10,43
2022,9,1,170,~10,81
2022,9,1,123,~10,83
2022,9,1,176,~10,143
2022,9,1,3100,20,5
2022,9,1,3101,20,3
2022,9,1,3102,20,38
2022,9,1,3107,20,84
2022,9,1,117,20,40
2022,9,1,161,20,26
2022,9,1,162,20,9
2022,9,1,3109,20,68
2022,9,1,3110,20,27
2022,9,1,3114,20,33
2022,9,1,3115,20,58
2022,9,1,3119,20,114
2022,9,1,3121,20,284
2022,9,1,3125,20,95
2022,9,1,3126,20,13
2022,9,1,3127,20,5
2022,9,1,3128,20,95
2022,9,1,3132,20,83
2022,9,1,3134,20,45
2022,9,1,170,20,57
2022,9,1,171,20,14
2022,9,1,179,20,34
2022,9,1,123,20,23
2022,9,1,128,20,46
2022,9,1,4264,20,175
2022,9,1,4269,20,6
2022,9,1,131,20,101
2022,9,1,177,20,86
2022,9,1,188,20,63
2022,9,1,191,20,50
2022,9,1,133,20,201
2022,9,1,194,20,59
2022,9,1,195,20,68
2022,9,1,196,20,21
2022,9,1,198,20,30
2022,9,1,135,20,15
2022,9,1,137,20,10
2022,9,1,140,20,54
2022,9,1,139,20,81
2022,9,1,176,20,133
2022,9,1,3101,30,14
2022,9,1,3121,30,35
2022,9,1,3123,30,32
2022,9,1,3125,30,35
2022,9,1,3127,30,27
2022,9,1,3128,30,7
2022,9,1,3131,30,22
2022,9,1,3132,30,25
2022,9,1,170,30,59
2022,9,1,175,30,43
2022,9,1,179,30,57
2022,9,1,128,30,52
2022,9,1,4272,30,58
2022,9,1,131,30,99
2022,9,1,177,30,12
2022,9,1,133,30,82
2022,9,1,194,30,88
2022,9,1,196,30,31
2022,9,1,160,40,28
2022,9,1,163,40,45
2022,9,1,3120,40,61
2022,9,1,3127,40,18
2022,9,1,3129,40,29
2022,9,1,3131,40,16
2022,9,1,166,40,2
2022,9,1,170,40,9
2022,9,1,173,40,57
2022,9,1,179,40,8
2022,9,1,4267,40,8
2022,9,1,131,40,38
2022,9,1,177,40,103
2022,9,1,191,40,33
2022,9,1,178,40,8
2022,9,1,133,40,15
2022,9,1,176,40,59
2022,9,1,175,50,27
