year,month,day,rent_office_number,age,time
2022,8,1,438,30,39
2022,8,1,113,30,44
2022,8,1,118,30,18
2022,8,1,114,30,10
2022,8,1,142,30,4
2022,8,1,143,30,2
2022,8,1,144,30,52
2022,8,1,145,30,8
2022,8,1,146,30,83
2022,8,1,147,30,34
2022,8,1,148,30,101
2022,8,1,150,30,4
2022,8,1,119,30,11
2022,8,1,153,30,30
2022,8,1,153,30,14
2022,8,1,154,30,9
2022,8,1,155,30,2
2022,8,1,156,30,3
2022,8,1,157,30,35
2022,8,1,487,30,10
2022,8,1,488,30,25
2022,8,1,490,30,33
2022,8,1,490,30,9
2022,8,1,491,30,31
2022,8,1,492,30,26
2022,8,1,493,30,23
2022,8,1,495,30,71
2022,8,1,497,30,47
2022,8,1,498,30,62
2022,8,1,3002,30,106
2022,8,1,3002,30,24
2022,8,1,3008,30,39
2022,8,1,3009,30,19
2022,8,1,3010,30,22
2022,8,1,3011,30,20
2022,8,1,120,30,14
2022,8,1,122,30,56
2022,8,1,4202,30,8
2022,8,1,4207,30,17
2022,8,1,4210,30,26
2022,8,1,4212,30,8
2022,8,1,4213,30,18
2022,8,1,4214,30,17
2022,8,1,125,30,19
2022,8,1,126,30,65
2022,8,1,4216,30,31
2022,8,1,4217,30,48
2022,8,1,4218,30,62
2022,8,1,4220,30,179
2022,8,1,4224,30,21
2022,8,1,4226,30,61
2022,8,1,4233,30,76
2022,8,1,4222,30,11
2022,8,1,4244,30,72
2022,8,1,4246,30,23
2022,8,1,4247,30,49
2022,8,1,4251,30,5
2022,8,1,129,30,29
2022,8,1,130,30,19
2022,8,1,183,30,82
2022,8,1,184,30,36
2022,8,1,102,30,53
2022,8,1,199,30,5
2022,8,1,103,30,11
2022,8,1,104,30,6
2022,8,1,105,30,64
2022,8,1,403,30,60
2022,8,1,106,30,20
2022,8,1,405,30,46
2022,8,1,406,30,57
2022,8,1,407,30,3
2022,8,1,408,30,59
2022,8,1,409,30,57
2022,8,1,409,30,4
2022,8,1,419,30,22
2022,8,1,410,30,8
2022,8,1,418,30,68
2022,8,1,107,30,67
2022,8,1,411,30,50
2022,8,1,412,30,88
2022,8,1,417,30,46
2022,8,1,414,30,66
2022,8,1,415,30,25
2022,8,1,416,30,38
2022,8,1,426,30,45
2022,8,1,108,40,6
2022,8,1,109,40,52
2022,8,1,400,40,9
2022,8,1,436,40,11
2022,8,1,437,40,11
2022,8,1,143,40,20
2022,8,1,145,40,10
2022,8,1,147,40,29
2022,8,1,148,40,5
2022,8,1,150,40,16
2022,8,1,153,40,37
2022,8,1,154,40,8
2022,8,1,157,40,49
2022,8,1,488,40,8
2022,8,1,490,40,13
2022,8,1,498,40,7
2022,8,1,3002,40,23
2022,8,1,3006,40,24
2022,8,1,3007,40,24
2022,8,1,3008,40,26
2022,8,1,3010,40,49
2022,8,1,3011,40,5
2022,8,1,121,40,43
2022,8,1,122,40,27
2022,8,1,4214,40,9
2022,8,1,4217,40,101
2022,8,1,4218,40,15
2022,8,1,4220,40,46
2022,8,1,4224,40,6
2022,8,1,4234,40,12
2022,8,1,4238,40,10
2022,8,1,130,40,11
2022,8,1,185,40,21
2022,8,1,186,40,13
2022,8,1,102,40,24
2022,8,1,199,40,4
2022,8,1,103,40,79
2022,8,1,401,40,49
2022,8,1,402,40,7
2022,8,1,403,40,77
2022,8,1,405,40,96
2022,8,1,421,40,85
2022,8,1,409,40,14
2022,8,1,410,40,45
2022,8,1,418,40,5
2022,8,1,107,40,5
2022,8,1,411,40,12
2022,8,1,412,40,26
2022,8,1,417,40,26
2022,8,1,414,40,9
2022,8,1,427,50,12
2022,8,1,111,50,10
2022,8,1,440,50,65
2022,8,1,113,50,21
2022,8,1,114,50,40
2022,8,1,144,50,77
2022,8,1,146,50,56
2022,8,1,147,50,35
2022,8,1,119,50,104
2022,8,1,155,50,16
2022,8,1,156,50,29
2022,8,1,487,50,91
2022,8,1,488,50,5
2022,8,1,489,50,10
2022,8,1,490,50,7
2022,8,1,492,50,27
2022,8,1,494,50,27
2022,8,1,3002,50,4
2022,8,1,3010,50,30
2022,8,1,120,50,3
2022,8,1,4213,50,67
2022,8,1,4217,50,42
2022,8,1,4218,50,17
2022,8,1,4226,50,7
2022,8,1,4233,50,15
2022,8,1,4234,50,5
2022,8,1,4238,50,11
2022,8,1,4222,50,4
2022,8,1,129,50,10
2022,8,1,181,50,10
2022,8,1,183,50,12
2022,8,1,184,50,19
2022,8,1,185,50,11
2022,8,1,186,50,24
2022,8,1,102,50,138
2022,8,1,199,50,2
2022,8,1,405,50,26
2022,8,1,406,50,11
2022,8,1,421,50,27
2022,8,1,409,50,16
2022,8,1,419,50,30
2022,8,1,107,50,22
2022,8,1,411,50,10
2022,8,1,411,50,18
2022,8,1,412,50,36
2022,8,1,417,50,15
2022,8,1,414,50,4
2022,8,1,415,50,27
2022,8,1,426,50,27
2022,8,1,400,60,21
2022,8,1,113,60,18
2022,8,1,495,60,25
2022,8,1,3002,60,14
2022,8,1,3010,60,1
2022,8,1,4217,60,28
2022,8,1,4226,60,16
2022,8,1,181,60,83
2022,8,1,184,60,55
2022,8,1,102,60,42
2022,8,1,419,60,16
2022,8,1,412,60,6
2022,8,1,417,60,19
2022,8,1,109,NA,12
2022,8,1,112,NA,10
2022,8,1,112,NA,7
2022,8,1,437,NA,13
2022,8,1,114,NA,41
2022,8,1,146,NA,26
2022,8,1,147,NA,40
2022,8,1,150,NA,16
2022,8,1,157,NA,15
2022,8,1,487,NA,48
2022,8,1,492,NA,33
2022,8,1,498,NA,12
2022,8,1,3008,NA,9
2022,8,1,3010,NA,6
2022,8,1,4202,NA,16
2022,8,1,4208,NA,37
2022,8,1,4210,NA,20
2022,8,1,4213,NA,6
2022,8,1,4217,NA,52
2022,8,1,4218,NA,52
2022,8,1,4233,NA,34
2022,8,1,4238,NA,7
2022,8,1,4248,NA,19
2022,8,1,129,NA,36
2022,8,1,130,NA,28
2022,8,1,183,NA,6
2022,8,1,102,NA,15
2022,8,1,414,NA,17
2022,8,1,426,NA,16
2022,8,1,108,~10,51
2022,8,1,147,~10,7
2022,8,1,148,~10,8
2022,8,1,488,~10,7
2022,8,1,490,~10,5
2022,8,1,493,~10,53
2022,8,1,127,~10,17
2022,8,1,4217,~10,51
2022,8,1,4218,~10,10
2022,8,1,4224,~10,32
2022,8,1,4226,~10,10
2022,8,1,4233,~10,75
2022,8,1,183,~10,49
2022,8,1,185,~10,30
2022,8,1,401,~10,12
2022,8,1,405,~10,4
2022,8,1,407,~10,5
2022,8,1,420,~10,21
2022,8,1,416,~10,16
2022,8,1,108,20,48
2022,8,1,109,20,11
2022,8,1,400,20,102
2022,8,1,400,20,4
2022,8,1,427,20,21
2022,8,1,432,20,11
2022,8,1,111,20,31
2022,8,1,112,20,41
2022,8,1,436,20,78
2022,8,1,437,20,6
2022,8,1,438,20,64
2022,8,1,113,20,65
2022,8,1,118,20,9
2022,8,1,114,20,190
2022,8,1,142,20,11
2022,8,1,143,20,28
2022,8,1,144,20,151
2022,8,1,145,20,57
2022,8,1,145,20,6
2022,8,1,146,20,175
2022,8,1,147,20,34
2022,8,1,148,20,87
2022,8,1,150,20,27
2022,8,1,119,20,39
2022,8,1,153,20,89
2022,8,1,154,20,32
2022,8,1,154,20,12
2022,8,1,155,20,11
2022,8,1,156,20,28
2022,8,1,157,20,67
2022,8,1,157,20,6
2022,8,1,487,20,25
2022,8,1,488,20,11
2022,8,1,488,20,3
2022,8,1,489,20,12
2022,8,1,489,20,5
2022,8,1,490,20,24
2022,8,1,491,20,56
2022,8,1,492,20,15
2022,8,1,493,20,182
2022,8,1,495,20,37
2022,8,1,497,20,47
2022,8,1,498,20,105
2022,8,1,3002,20,140
2022,8,1,3005,20,6
2022,8,1,3007,20,7
2022,8,1,3008,20,13
2022,8,1,3009,20,50
2022,8,1,3010,20,103
2022,8,1,3011,20,63
2022,8,1,120,20,12
2022,8,1,121,20,3
2022,8,1,4202,20,19
2022,8,1,4207,20,33
2022,8,1,4210,20,35
2022,8,1,4211,20,46
2022,8,1,4212,20,17
2022,8,1,4213,20,12
2022,8,1,124,20,18
2022,8,1,125,20,11
2022,8,1,4216,20,58
2022,8,1,127,20,8
2022,8,1,4217,20,193
2022,8,1,4218,20,95
2022,8,1,4220,20,16
2022,8,1,4221,20,6
2022,8,1,4226,20,9
2022,8,1,4233,20,92
2022,8,1,4238,20,2
2022,8,1,4238,20,11
2022,8,1,4239,20,36
2022,8,1,4222,20,42
2022,8,1,4244,20,6
2022,8,1,4246,20,28
2022,8,1,4247,20,10
2022,8,1,4251,20,1
2022,8,1,130,20,6
2022,8,1,181,20,78
2022,8,1,182,20,24
2022,8,1,182,20,12
2022,8,1,183,20,143
2022,8,1,184,20,61
2022,8,1,185,20,37
2022,8,1,102,20,153
2022,8,1,199,20,24
2022,8,1,103,20,76
2022,8,1,104,20,44
2022,8,1,105,20,30
2022,8,1,401,20,28
2022,8,1,402,20,26
2022,8,1,403,20,26
2022,8,1,106,20,146
2022,8,1,405,20,5
2022,8,1,421,20,43
2022,8,1,421,20,32
2022,8,1,407,20,7
2022,8,1,408,20,5
2022,8,1,420,20,25
2022,8,1,409,20,46
2022,8,1,419,20,82
2022,8,1,418,20,31
2022,8,1,107,20,133
2022,8,1,411,20,69
2022,8,1,412,20,131
2022,8,1,417,20,60
2022,8,1,414,20,28
2022,8,1,415,20,76
2022,8,1,416,20,42
2022,8,1,425,20,25
2022,8,1,426,20,5
2022,8,1,108,30,54
2022,8,1,108,30,15
2022,8,1,400,30,95
2022,8,1,427,30,4
2022,8,1,111,30,61
2022,8,1,436,30,11
2022,8,1,437,30,29
2022,8,1,438,30,84
2022,8,1,440,30,49
2022,8,1,113,30,99
2022,8,1,118,30,9
2022,8,1,114,30,10
2022,8,1,142,30,7
2022,8,1,143,30,29
2022,8,1,144,30,76
2022,8,1,145,30,17
2022,8,1,146,30,67
2022,8,1,147,30,9
2022,8,1,148,30,35
2022,8,1,150,30,14
2022,8,1,119,30,20
2022,8,1,153,30,32
2022,8,1,154,30,66
2022,8,1,155,30,45
2022,8,1,156,30,11
2022,8,1,157,30,8
2022,8,1,157,30,14
2022,8,1,487,30,99
2022,8,1,489,30,4
2022,8,1,490,30,57
2022,8,1,493,30,22
2022,8,1,493,30,18
2022,8,1,495,30,15
2022,8,1,497,30,38
2022,8,1,498,30,42
2022,8,1,3002,30,107
2022,8,1,3007,30,16
2022,8,1,3009,30,44
2022,8,1,3010,30,96
2022,8,1,120,30,37
2022,8,1,121,30,7
2022,8,1,4202,30,38
2022,8,1,4206,30,30
2022,8,1,4208,30,12
2022,8,1,4210,30,19
2022,8,1,4212,30,28
2022,8,1,4213,30,101
2022,8,1,4214,30,12
2022,8,1,126,30,7
2022,8,1,4216,30,59
2022,8,1,127,30,14
2022,8,1,4217,30,206
2022,8,1,4218,30,11
2022,8,1,4220,30,24
2022,8,1,4224,30,10
2022,8,1,4226,30,17
2022,8,1,4233,30,39
2022,8,1,4238,30,37
2022,8,1,4222,30,62
2022,8,1,4244,30,43
2022,8,1,4251,30,43
2022,8,1,130,30,94
2022,8,1,181,30,88
2022,8,1,182,30,18
2022,8,1,183,30,71
2022,8,1,184,30,85
2022,8,1,185,30,10
2022,8,1,186,30,42
2022,8,1,102,30,34
2022,8,1,102,30,17
2022,8,1,199,30,12
2022,8,1,103,30,12
2022,8,1,104,30,7
2022,8,1,105,30,11
2022,8,1,401,30,12
2022,8,1,402,30,21
2022,8,1,106,30,40
2022,8,1,106,30,4
2022,8,1,405,30,80
2022,8,1,421,30,189
2022,8,1,421,30,14
2022,8,1,408,30,28
2022,8,1,409,30,119
2022,8,1,419,30,28
2022,8,1,419,30,8
2022,8,1,418,30,103
2022,8,1,107,30,94
2022,8,1,411,30,9
2022,8,1,412,30,54
2022,8,1,413,30,47
2022,8,1,414,30,31
2022,8,1,415,30,18
2022,8,1,416,30,33
2022,8,1,426,30,8
2022,8,1,427,40,59
2022,8,1,113,40,56
2022,8,1,114,40,58
2022,8,1,144,40,11
2022,8,1,146,40,43
2022,8,1,147,40,74
2022,8,1,148,40,9
2022,8,1,119,40,16
2022,8,1,153,40,10
2022,8,1,154,40,92
2022,8,1,156,40,15
2022,8,1,487,40,6
2022,8,1,488,40,43
2022,8,1,492,40,239
2022,8,1,495,40,14
2022,8,1,497,40,57
2022,8,1,3008,40,5
2022,8,1,3009,40,38
2022,8,1,4206,40,13
2022,8,1,4208,40,8
2022,8,1,4210,40,18
2022,8,1,4212,40,5
2022,8,1,126,40,48
2022,8,1,4216,40,23
2022,8,1,4217,40,92
2022,8,1,4218,40,95
2022,8,1,4224,40,22
2022,8,1,4226,40,44
2022,8,1,4233,40,49
2022,8,1,4238,40,9
2022,8,1,4244,40,8
2022,8,1,185,40,15
2022,8,1,186,40,99
2022,8,1,199,40,26
2022,8,1,103,40,8
2022,8,1,104,40,14
2022,8,1,401,40,233
2022,8,1,402,40,6
2022,8,1,106,40,35
2022,8,1,405,40,5
2022,8,1,407,40,11
2022,8,1,408,40,4
2022,8,1,409,40,5
2022,8,1,419,40,53
2022,8,1,418,40,63
2022,8,1,413,40,15
2022,8,1,417,40,9
2022,8,1,414,40,12
2022,8,1,415,40,5
2022,8,1,416,40,8
2022,8,1,424,40,29
2022,8,1,111,50,12
2022,8,1,436,50,5
2022,8,1,437,50,10
2022,8,1,438,50,12
2022,8,1,144,50,28
2022,8,1,147,50,16
2022,8,1,119,50,27
2022,8,1,154,50,14
2022,8,1,155,50,47
2022,8,1,156,50,21
2022,8,1,488,50,38
2022,8,1,492,50,18
2022,8,1,493,50,40
2022,8,1,497,50,61
2022,8,1,3002,50,38
2022,8,1,3010,50,14
2022,8,1,4210,50,34
2022,8,1,4213,50,12
2022,8,1,126,50,6
2022,8,1,4217,50,229
2022,8,1,4218,50,31
2022,8,1,4233,50,4
2022,8,1,4222,50,6
2022,8,1,4244,50,83
2022,8,1,4246,50,12
2022,8,1,184,50,7
2022,8,1,186,50,71
2022,8,1,102,50,31
2022,8,1,103,50,27
2022,8,1,403,50,42
2022,8,1,106,50,18
2022,8,1,421,50,9
2022,8,1,420,50,50
2022,8,1,419,50,21
2022,8,1,418,50,9
2022,8,1,107,50,52
2022,8,1,414,50,14
2022,8,1,438,60,13
2022,8,1,122,60,25
2022,8,1,4206,60,58
2022,8,1,4213,60,3
2022,8,1,185,60,110
2022,8,1,185,60,16
2022,8,1,401,60,11
2022,8,1,421,60,30
2022,8,1,407,60,13
2022,8,1,410,60,7
2022,8,1,418,60,28
2022,8,1,413,60,19
2022,8,1,108,NA,10
2022,8,1,400,NA,8
2022,8,1,112,NA,8
2022,8,1,438,NA,20
2022,8,1,113,NA,21
2022,8,1,118,NA,19
2022,8,1,142,NA,6
2022,8,1,144,NA,59
2022,8,1,146,NA,5
2022,8,1,147,NA,39
2022,8,1,150,NA,2
2022,8,1,153,NA,11
2022,8,1,155,NA,11
2022,8,1,157,NA,6
2022,8,1,487,NA,44
2022,8,1,489,NA,9
2022,8,1,490,NA,18
2022,8,1,492,NA,36
2022,8,1,494,NA,8
2022,8,1,3007,NA,17
2022,8,1,3009,NA,29
2022,8,1,4212,NA,38
2022,8,1,4217,NA,59
2022,8,1,4220,NA,5
2022,8,1,4238,NA,12
2022,8,1,4239,NA,36
2022,8,1,4222,NA,3
2022,8,1,130,NA,3
2022,8,1,184,NA,14
2022,8,1,186,NA,53
2022,8,1,102,NA,68
2022,8,1,199,NA,20
2022,8,1,402,NA,33
2022,8,1,403,NA,2
2022,8,1,406,NA,7
2022,8,1,421,NA,8
2022,8,1,408,NA,17
2022,8,1,409,NA,164
2022,8,1,409,NA,7
2022,8,1,419,NA,30
2022,8,1,418,NA,15
2022,8,1,411,NA,3
2022,8,1,413,NA,58
2022,8,1,417,NA,26
2022,8,1,414,NA,7
2022,8,1,415,NA,13
2022,8,1,416,NA,6
2022,8,1,425,NA,4
2022,8,1,426,NA,2
2022,8,1,438,~10,66
2022,8,1,440,~10,64
2022,8,1,114,~10,11
2022,8,1,144,~10,64
2022,8,1,145,~10,11
2022,8,1,150,~10,6
2022,8,1,488,~10,70
2022,8,1,490,~10,3
2022,8,1,492,~10,13
2022,8,1,493,~10,2
2022,8,1,498,~10,10
2022,8,1,3002,~10,13
2022,8,1,3006,~10,8
2022,8,1,3008,~10,20
2022,8,1,3010,~10,9
2022,8,1,4206,~10,6
2022,8,1,4208,~10,7
2022,8,1,4214,~10,7
2022,8,1,125,~10,9
2022,8,1,4217,~10,48
2022,8,1,4218,~10,55
2022,8,1,4220,~10,3
2022,8,1,4224,~10,13
2022,8,1,4226,~10,4
2022,8,1,4222,~10,24
2022,8,1,184,~10,13
2022,8,1,185,~10,52
2022,8,1,103,~10,44
2022,8,1,105,~10,4
2022,8,1,403,~10,6
2022,8,1,406,~10,13
2022,8,1,407,~10,10
2022,8,1,408,~10,4
2022,8,1,411,~10,17
2022,8,1,413,~10,22
2022,8,1,108,20,195
2022,8,1,109,20,45
2022,8,1,400,20,26
2022,8,1,427,20,7
2022,8,1,111,20,8
2022,8,1,112,20,34
2022,8,1,436,20,14
2022,8,1,437,20,8
2022,8,1,438,20,16
2022,8,1,113,20,100
2022,8,1,118,20,58
2022,8,1,114,20,27
2022,8,1,142,20,55
2022,8,1,143,20,36
2022,8,1,144,20,19
2022,8,1,145,20,70
2022,8,1,146,20,122
2022,8,1,147,20,120
2022,8,1,148,20,52
2022,8,1,150,20,31
2022,8,1,119,20,14
2022,8,1,153,20,82
2022,8,1,153,20,27
2022,8,1,154,20,105
2022,8,1,155,20,4
2022,8,1,156,20,15
2022,8,1,157,20,12
2022,8,1,487,20,34
2022,8,1,488,20,47
2022,8,1,489,20,21
2022,8,1,490,20,6
2022,8,1,491,20,12
2022,8,1,492,20,5
2022,8,1,493,20,53
2022,8,1,494,20,7
2022,8,1,497,20,252
2022,8,1,498,20,151
2022,8,1,3002,20,36
2022,8,1,3006,20,6
2022,8,1,3007,20,41
2022,8,1,3008,20,50
2022,8,1,3009,20,60
2022,8,1,3010,20,122
2022,8,1,3011,20,107
2022,8,1,120,20,20
2022,8,1,121,20,2
2022,8,1,122,20,40
2022,8,1,4202,20,10
2022,8,1,4206,20,9
2022,8,1,4207,20,51
2022,8,1,4210,20,38
2022,8,1,4211,20,10
2022,8,1,4212,20,38
2022,8,1,4213,20,83
2022,8,1,124,20,38
2022,8,1,125,20,55
2022,8,1,126,20,83
2022,8,1,4216,20,39
2022,8,1,127,20,73
2022,8,1,4217,20,425
2022,8,1,4218,20,115
2022,8,1,4220,20,60
2022,8,1,4221,20,57
2022,8,1,4226,20,11
2022,8,1,4233,20,49
2022,8,1,4238,20,31
2022,8,1,4222,20,28
2022,8,1,4244,20,5
2022,8,1,4246,20,4
2022,8,1,4248,20,15
2022,8,1,129,20,109
2022,8,1,130,20,198
2022,8,1,182,20,8
2022,8,1,183,20,18
2022,8,1,184,20,5
2022,8,1,185,20,25
2022,8,1,186,20,27
2022,8,1,102,20,107
2022,8,1,199,20,15
2022,8,1,103,20,25
2022,8,1,104,20,79
2022,8,1,105,20,25
2022,8,1,401,20,9
2022,8,1,402,20,10
2022,8,1,403,20,43
2022,8,1,106,20,87
2022,8,1,106,20,22
2022,8,1,405,20,11
2022,8,1,406,20,4
2022,8,1,421,20,13
2022,8,1,408,20,46
2022,8,1,409,20,21
2022,8,1,419,20,41
2022,8,1,418,20,62
2022,8,1,107,20,82
2022,8,1,411,20,5
2022,8,1,412,20,71
2022,8,1,413,20,46
2022,8,1,417,20,36
2022,8,1,414,20,55
2022,8,1,415,20,58
2022,8,1,416,20,8
2022,8,1,422,20,64
2022,8,1,424,20,30
2022,8,1,424,20,1
2022,8,1,425,20,13
2022,8,1,426,20,90
2022,8,1,108,30,16
2022,8,1,109,30,84
2022,8,1,427,30,14
2022,8,1,111,30,95
2022,8,1,112,30,19
2022,8,1,436,30,47
2022,8,1,438,30,22
2022,8,1,438,30,11
2022,8,1,440,30,24
2022,8,1,113,30,183
2022,8,1,118,30,5
2022,8,1,114,30,82
2022,8,1,142,30,18
2022,8,1,143,30,125
2022,8,1,144,30,111
2022,8,1,145,30,47
2022,8,1,146,30,89
2022,8,1,146,30,64
2022,8,1,147,30,192
2022,8,1,148,30,30
2022,8,1,150,30,15
2022,8,1,153,30,119
2022,8,1,154,30,124
2022,8,1,155,30,22
2022,8,1,156,30,9
2022,8,1,157,30,36
2022,8,1,487,30,88
2022,8,1,488,30,29
2022,8,1,490,30,3
2022,8,1,492,30,8
2022,8,1,493,30,42
2022,8,1,495,30,24
2022,8,1,497,30,29
2022,8,1,497,30,67
2022,8,1,498,30,62
2022,8,1,3002,30,108
2022,8,1,3002,30,2
2022,8,1,3006,30,52
2022,8,1,3008,30,13
2022,8,1,3009,30,10
2022,8,1,3010,30,121
2022,8,1,120,30,2
2022,8,1,4202,30,26
2022,8,1,4207,30,14
2022,8,1,4208,30,31
2022,8,1,4210,30,70
2022,8,1,4211,30,14
2022,8,1,4211,30,21
2022,8,1,4212,30,24
2022,8,1,4213,30,9
2022,8,1,126,30,65
2022,8,1,127,30,2
2022,8,1,4217,30,78
2022,8,1,4218,30,89
2022,8,1,4221,30,4
2022,8,1,4224,30,16
2022,8,1,4226,30,18
2022,8,1,4233,30,23
2022,8,1,4234,30,18
2022,8,1,4238,30,75
2022,8,1,4222,30,99
2022,8,1,4247,30,56
2022,8,1,4251,30,69
2022,8,1,129,30,35
2022,8,1,130,30,15
2022,8,1,182,30,8
2022,8,1,183,30,26
2022,8,1,184,30,78
2022,8,1,185,30,33
2022,8,1,186,30,94
2022,8,1,102,30,50
2022,8,1,102,30,23
2022,8,1,199,30,13
2022,8,1,103,30,12
2022,8,1,104,30,14
2022,8,1,105,30,22
2022,8,1,402,30,9
2022,8,1,403,30,2
2022,8,1,106,30,101
2022,8,1,405,30,7
2022,8,1,421,30,21
2022,8,1,421,30,6
2022,8,1,407,30,10
2022,8,1,408,30,80
2022,8,1,409,30,50
2022,8,1,419,30,102
2022,8,1,410,30,58
2022,8,1,418,30,25
2022,8,1,107,30,141
2022,8,1,411,30,32
2022,8,1,412,30,44
2022,8,1,417,30,30
2022,8,1,417,30,17
2022,8,1,414,30,48
2022,8,1,415,30,54
2022,8,1,416,30,7
2022,8,1,425,30,7
2022,8,1,426,30,33
2022,8,1,108,40,73
2022,8,1,400,40,10
2022,8,1,111,40,28
2022,8,1,112,40,6
2022,8,1,436,40,13
2022,8,1,437,40,4
2022,8,1,440,40,24
2022,8,1,113,40,33
2022,8,1,113,40,8
2022,8,1,114,40,78
2022,8,1,142,40,3
2022,8,1,143,40,28
2022,8,1,143,40,18
2022,8,1,144,40,13
2022,8,1,145,40,31
2022,8,1,146,40,52
2022,8,1,147,40,5
2022,8,1,147,40,3
2022,8,1,148,40,6
2022,8,1,150,40,4
2022,8,1,119,40,57
2022,8,1,153,40,85
2022,8,1,154,40,98
2022,8,1,155,40,5
2022,8,1,157,40,62
2022,8,1,487,40,83
2022,8,1,488,40,86
2022,8,1,489,40,58
2022,8,1,490,40,108
2022,8,1,491,40,42
2022,8,1,494,40,37
2022,8,1,495,40,23
2022,8,1,498,40,13
2022,8,1,3002,40,7
2022,8,1,3002,40,24
2022,8,1,3006,40,33
2022,8,1,3007,40,49
2022,8,1,3009,40,102
2022,8,1,3010,40,43
2022,8,1,3011,40,67
2022,8,1,4207,40,9
2022,8,1,4208,40,14
2022,8,1,4210,40,20
2022,8,1,4210,40,11
2022,8,1,4211,40,12
2022,8,1,4212,40,34
2022,8,1,4213,40,43
2022,8,1,4214,40,22
2022,8,1,124,40,7
2022,8,1,127,40,6
2022,8,1,4217,40,36
2022,8,1,4217,40,14
2022,8,1,4218,40,14
